"index" "mean" "std" "Q25" "Q50" "Q75" "leaf"
"1" "BGI" 0.25363364743415 0.17234035267364 0.11584041988526 0.245440346841182 0.368119049838912 "foto01.png"
"2" "BI" 57.1279076147828 67.3755365019078 0 0 125.061668381505 "foto01.png"
"3" "Blue" 20.6519357041007 34.0722869106639 0 0 34.75 "foto01.png"
"4" "GLI" 0.304224007877909 0.0812456726645865 0.249273297830953 0.303678402178847 0.36361007066282 "foto01.png"
"5" "gray" 64.0499285964932 75.3640537649706 0 0 141.21159375 "foto01.png"
"6" "Green" 74.0728011572689 86.6388806355898 0 0 165.375 "foto01.png"
"7" "HI" 0.511065766013679 1.65254520444735 0.387128712871287 0.511488511488511 0.630315789473684 "foto01.png"
"8" "HUE" -0.662799056374603 0.798469528443826 -1.56878458782044 0 0 "foto01.png"
"9" "NGRDI" 0.0975400141819013 0.0451449881919707 0.0736763006903629 0.0988553985361678 0.123570507269262 "foto01.png"
"10" "Red" 60.9193098558825 71.5368596946395 0 0 134.25 "foto01.png"
"11" "SCI" -0.0975400141819013 0.0451449881919707 -0.123570507269262 -0.0988553985361678 -0.0736763006903629 "foto01.png"
"12" "SI" 0.566701625869082 0.239763744141372 0.381319049213257 0.53840877914952 0.750370004933399 "foto01.png"
"13" "VARI" 0.11410109505914 0.0542094585860562 0.0863147668649034 0.115709711637711 0.144162101328701 "foto01.png"
"14" "BGI" 0.226927521864347 0.172719794481571 0.0754110723734639 0.211477569693689 0.348857829291042 "foto02.png"
"15" "BI" 54.3327950186325 62.8359247430575 0 0 114.054844206515 "foto02.png"
"16" "Blue" 17.9799248379951 30.7381627482342 0 0 27.375 "foto02.png"
"17" "GLI" 0.311395666849122 0.0817929915693522 0.25309342281448 0.311004784688995 0.372532206414748 "foto02.png"
"18" "gray" 60.8485896262747 70.2695372435721 0 0 128.408484375 "foto02.png"
"19" "Green" 70.3408771181585 80.6811442943405 0 0 150.0625 "foto02.png"
"20" "HI" 0.549706100876903 2.49655713817375 0.430287865094534 0.557845433255269 0.677325581395349 "foto02.png"
"21" "HUE" -0.682014881517912 0.80641918431307 -1.56828361078763 0 0 "foto02.png"
"22" "NGRDI" 0.0918599940082205 0.0472588565660503 0.0670170060545287 0.0920374306927918 0.117320371063259 "foto02.png"
"23" "Red" 58.5578037671713 67.4299961812862 0 0 123.9375 "foto02.png"
"24" "SCI" -0.0918599940082205 0.0472588565660503 -0.117320371063259 -0.0920374306927918 -0.0670170060545287 "foto02.png"
"25" "SI" 0.611731495425177 0.252020370493818 0.408465026036954 0.595053445826965 0.833727370544473 "foto02.png"
"26" "VARI" 0.106150311392862 0.0556861277599123 0.0768196672778151 0.106087126724365 0.135394338559646 "foto02.png"
"27" "BGI" 0.0561277815144749 0.0876081495011044 0 0.015603487838458 0.0793432027632393 "foto03.png"
"28" "BI" 45.3797615708491 56.1293067285838 0 0 105.301937526415 "foto03.png"
"29" "Blue" 4.37931111309152 12.637059264724 0 0 0.8125 "foto03.png"
"30" "GLI" 0.476558942420004 0.0914966460717629 0.435511473926634 0.48099708476471 0.51964253084325 "foto03.png"
"31" "gray" 51.5996740510459 63.8291985984323 0 0 119.5853125 "foto03.png"
"32" "Green" 64.9342507511426 79.6988857087751 0 0 151.875 "foto03.png"
"33" "HI" 0.282461433542499 0.661040947697302 0.18702392163518 0.294707811080607 0.389960234115287 "foto03.png"
"34" "HUE" -0.658470538298105 0.77702512074576 -1.56953997226653 0 0 "foto03.png"
"35" "NGRDI" 0.209449963937574 0.0899069827060148 0.165715406382204 0.199395313335558 0.239019692924772 "foto03.png"
"36" "Red" 43.4248407800425 54.7403519287627 0 0 99.296875 "foto03.png"
"37" "SCI" -0.209449963937574 0.0899069827060148 -0.239019692924772 -0.199395313335558 -0.165715406382204 "foto03.png"
"38" "SI" 0.870029568542238 0.174756094109286 0.791374336643175 0.953964077708591 1 "foto03.png"
"39" "VARI" 0.216128409220071 0.0908257937133478 0.172879917103401 0.20615871606472 0.245484949832776 "foto03.png"
"40" "BGI" 0.312676029684895 0.155943470704787 0.20116134384073 0.325192372030779 0.428281461434371 "foto04.png"
"41" "BI" 60.1688423036282 69.6946593327654 0 0 132.179794396791 "foto04.png"
"42" "Blue" 25.9729902956192 36.9141938452965 0 0 51.3125 "foto04.png"
"43" "GLI" 0.273755222547723 0.0695424039363728 0.226775449656963 0.268418341061309 0.317462393721387 "foto04.png"
"44" "gray" 67.3853684227278 77.9691961406764 0 0 148.9766875 "foto04.png"
"45" "Green" 77.1729983322087 89.0024836991801 0 0 171.875 "foto04.png"
"46" "HI" 0.499424934809686 1.44640131791008 0.335689045936396 0.479198767334361 0.621454993834772 "foto04.png"
