"index" "mean" "std" "Q25" "Q50" "Q75" "leaf"
"1" "BGI" 0.688219671611266 0.15425554456556 0.604074702886248 0.633054178772859 0.683317167798254 "1.jpg"
"2" "BI" 87.7960644272126 12.9825039234127 82.1817062820229 85.9994842249869 89.4464473544296 "1.jpg"
"3" "Blue" 75.1874570734466 14.4623210394757 68.6326530612245 72.8979591836735 76.8775510204082 "1.jpg"
"4" "GLI" 0.224798611588092 0.13492151443766 0.225959635931935 0.278123141791448 0.301525478740669 "1.jpg"
"5" "gray" 93.7971245798355 12.0135101287192 88.8154897959184 93.4938367346939 97.1044897959184 "1.jpg"
"6" "Green" 111.279117854777 15.5484095731653 109.591836734694 115.836734693878 119.448979591837 "1.jpg"
"7" "HI" -0.984711706704024 49.7924273216752 -1.85196697812699 -1.71060023654642 -1.49386799517296 "1.jpg"
"8" "HUE" -1.20555208435327 0.998867760876599 -1.56834481027004 -1.56819050414591 -1.56741373732257 "1.jpg"
"9" "NGRDI" 0.2649869749255 0.180792186167562 0.267317737905973 0.334319190080764 0.364047619047619 "1.jpg"
"10" "Red" 66.5716130190928 26.6697185268721 53.8163265306122 58.7142857142857 66.7959183673469 "1.jpg"
"11" "SCI" -0.2649869749255 0.180792186167562 -0.364047619047619 -0.334319190080764 -0.267317737905973 "1.jpg"
"12" "SI" -0.0799263110254298 0.120348460930033 -0.141061024225698 -0.115328037658135 -0.0743565300285987 "1.jpg"
"13" "VARI" 0.472370767660394 0.464692006457557 0.4767176243191 0.576697892271663 0.628260423084822 "1.jpg"
"14" "BGI" 0.732646189958785 0.102831868536431 0.693500462053254 0.735682037278294 0.767706123441545 "10.jpg"
"15" "BI" 151.645234153795 24.0972151730098 141.739601346862 158.422504681355 168.541674129455 "10.jpg"
"16" "Blue" 109.293948643226 22.0407335441245 95.9489795918367 113.65306122449 124.408163265306 "10.jpg"
"17" "GLI" 0.0099365584219645 0.0769758318852433 -0.00608336711558406 0.000430659347911618 0.00866678628865171 "10.jpg"
"18" "gray" 155.411665483265 24.330265386557 145.126 162.336540816327 172.657540816327 "10.jpg"
"19" "Green" 149.23972321043 22.828923964982 138.612244897959 154.857142857143 164.714285714286 "10.jpg"
"20" "HI" 2.7492952198331 95.0724200160514 2.75489361702128 2.98218962807753 3.19512195121951 "10.jpg"
"21" "HUE" 1.30393994012368 0.870692460182881 1.56895471866992 1.56928100246519 1.56943395175342 "10.jpg"
"22" "NGRDI" -0.101260861166263 0.0998671105504542 -0.127939178982583 -0.11700614536965 -0.103971687739645 "10.jpg"
"23" "Red" 185.111832151891 35.2120504105454 177.515306122449 196.265306122449 207.489795918367 "10.jpg"
"24" "SCI" 0.101260861166263 0.0998671105504542 0.103971687739645 0.11700614536965 0.127939178982583 "10.jpg"
"25" "SI" 0.254983626969944 0.0841783141055482 0.235599874751719 0.263899824330714 0.294360260943804 "10.jpg"
"26" "VARI" -0.145238951791514 0.178413851805399 -0.185466906744574 -0.17289665586716 -0.157035047641682 "10.jpg"
"27" "BGI" 0.677566208225376 0.0943004271354445 0.632377184305968 0.654563297350344 0.686533137925419 "100.jpg"
"28" "BI" 95.3125712629156 10.1863618612342 89.8011362120376 93.1422281424206 97.2190698866848 "100.jpg"
"29" "Blue" 82.53846242497 12.3485965907723 76.6734693877551 80.3673469387755 84.4081632653061 "100.jpg"
"30" "GLI" 0.230691557770796 0.0866283707065641 0.220273655810368 0.256063055780113 0.278182778658215 "100.jpg"
"31" "gray" 102.41755805042 8.87155042256596 97.512693877551 100.900612244898 104.719653061224 "100.jpg"
"32" "Green" 122.017321488595 8.22473861928386 119.775510204082 122.612244897959 125.367346938776 "100.jpg"
"33" "HI" -1.042542922741 23.7163323633502 -1.90213178294574 -1.73082039911308 -1.46153846153846 "100.jpg"
"34" "HUE" -1.36227811759363 0.774581332401544 -1.56845065596006 -1.56834240543847 -1.56808645128855 "100.jpg"
"35" "NGRDI" 0.273660101517432 0.129151632546757 0.260559634003617 0.311439032508599 0.343516632722335 "100.jpg"
"36" "Red" 71.5184134453782 22.998775674064 59.3469387755102 64.9591836734694 73.6122448979592 "100.jpg"
"37" "SCI" -0.273660101517432 0.129151632546757 -0.343516632722335 -0.311439032508599 -0.260559634003617 "100.jpg"
